text,label_text,label_id,pre_defined
lights to fifty percent,iot hue lightchange,2,True
today's forecast,weather query,15,True
turn on vacuum,iot cleaning,5,False
activate vacuum,iot cleaning,5,False
call and order pizza for delivery,takeaway order,14,True
get me some food,takeaway order,14,True
please set the alarm for eight p. m. wednesday evening,alarm set,1,True
at seven am tomorrow morning ring the alarm,alarm set,1,True
what will the weather be in chicago today,weather query,15,True
what is the weather forecast for chicago,weather query,15,True
save this music to my favorites,music likeness,12,False
remember that i do not like this music,music dislikeness,18,True
remember that this is my favorite music,music likeness,12,False
turn off my wemo plug socket,iot wemo off,23,True
turn off my wemo plug socket now,iot wemo off,23,True
was this song in the top twenty,music query,13,False
set an alarm for eight am,alarm set,1,True
i need an alarm for nine p. m.,alarm set,1,True
is it going to be sunny this weekend,weather query,15,True
select shuffle all,music settings,16,True
how long will my order be,takeaway query,10,False
when did i place my order and what was the projected time it would take,takeaway query,10,False
can you activate the vacuum to clean the house,iot cleaning,5,False
please set my coffee machine to start at four p. m. time,iot coffee,20,False
can you set the coffee machine to make coffee at three p. m. time every week day,iot coffee,20,False
music tracking,music query,13,False
who is the singer,music query,13,False
can you set my coffee machine to make me coffee at four p. m. time,iot coffee,20,False
can you make me coffee now,iot coffee,20,False
can you put the vacuum on,iot cleaning,5,False
can you please put the vacuum on,iot cleaning,5,False
what time does the match start,datetime query,8,True
play a rai music,play music,6,True
change alarm setting,alarm set,1,True
play music from party playlist,play music,6,True
play jack johnson playlist music,play music,6,True
the twenty second is on what day of the week,datetime query,8,True
let me know when it is ten,alarm set,1,True
will it rain saturday,weather query,15,True
change the color of the lights to blue,iot hue lightchange,2,True
change lights from red to blue,iot hue lightchange,2,True
does john's pizza have takeaway,takeaway query,10,False
does brick grill deliver,takeaway query,10,False
please set an alarm at seven am tomorrow morning,alarm set,1,True
send me a wake up alert at seven am tomorrow morning,alarm set,1,True
play it louder,audio volume up,21,True
what time is it right now in pacific time,datetime query,8,True
it is nine here what time is it in california,datetime convert,9,True
please turn on repeat all,music settings,16,True
wake me at daybreak,alarm set,1,True
get me to alarm setting,alarm set,1,True
play top twenty five hits,play music,6,True
play latest country music releases,play music,6,True
list and play all songs by given artist,play music,6,True
play best hits from given artist,play music,6,True
what is today's weather in springfield,weather query,15,True
what is the weather back home today,weather query,15,True
i said,general quirky,7,True
start playing my song list,play music,6,True
play songs by the beatles please,play music,6,True
let's play that song again,play music,6,True
brew me some coffee,iot coffee,20,False
make me coffee now,iot coffee,20,False
i'd like a coffee now,iot coffee,20,False
play only songs by the beatles please,play music,6,True
i need to get up at seven am,alarm set,1,True
is my alarm set for seven am,alarm set,1,True
turn room lights off now,iot hue lightoff,3,True
turn house lights off,iot hue lightoff,3,True
please turn off the lights in the bedroom,iot hue lightoff,3,True
what's the weather in toronto today,weather query,15,True
what the weather going to be in n. y. c. next week,weather query,15,True
what is today's weather forecast,weather query,15,True
turn the vacuum on,iot cleaning,5,False
turn off lights in kitchen,iot hue lightoff,3,True
turn off lights in all bathrooms,iot hue lightoff,3,True
nightime,general quirky,7,True
select rai music file,play music,6,True
go to rap list,play music,6,True
please turn off all the lights outdoor,iot hue lightoff,3,True
please turn off my patio lights,iot hue lightoff,3,True
let's dance,play music,6,True
time to workout,play music,6,True
near pizza shops,takeaway order,14,True
play a party music list,play music,6,True
can you please change the time zone to us,datetime convert,9,True
please change time zone to india,datetime convert,9,True
the joke of the day,general joke,17,False
will it be sunny,weather query,15,True
can you play magic by bruno mars,play music,6,True
i would like to hear heathens by twenty one pilots,play music,6,True
can this room have green light,iot hue lightchange,2,True
please play classical music,play music,6,True
when is it going to snow next,weather query,15,True
play metallica on shuffle,play music,6,True
please play workout playlist,play music,6,True
i want to hear study playlist,play music,6,True
will it be windy tonight,weather query,15,True
will the snow stop before seven am tomorrow,weather query,15,True
play my yoga playlist,play music,6,True
skip to the next song,play music,6,True
switch to my workout playlist,play music,6,True
please reduce the sound,audio volume down,24,False
please increase the volume,audio volume up,21,True
what is the current date in india,datetime query,8,True
make five coffee tell the coffee machine,iot coffee,20,False
please turn off the lights in bedroom,iot hue lightoff,3,True
please turn off all the lights in my house,iot hue lightoff,3,True
hi google this song is too noisy,music dislikeness,18,True
this song is too length,music dislikeness,18,True
this song is too good,music likeness,12,False
what are the next three alarms set to go off,alarm query,11,False
what is the weather in london,weather query,15,True
what is the weather in this week,weather query,15,True
olly speak loudly,audio volume up,21,True
loudly,audio volume up,21,True
turn the light off,iot hue lightoff,3,True
good night,iot hue lightoff,3,True
i want to sleep,iot hue lightoff,3,True
remind me at one p. m.,calendar set,29,True
what is the time in la,datetime query,8,True
what is the time in la,datetime query,8,True
what is the status of my order,takeaway query,10,False
it is not going to rain is it,weather query,15,True
